"id": "1","label": "power"#"id": "2","label": "power_aver"#"id": "3","label": "power_peak"#
2025/07/20 20:41:40#546#555#630
2025/07/20 20:51:40#546#556#618
2025/07/20 21:01:41#552#556#624
2025/07/20 21:11:41#558#558#624
2025/07/20 21:21:41#558#558#624
2025/07/20 21:31:43#612#558#624
2025/07/20 21:41:45#552#559#624
2025/07/20 21:51:47#582#559#618
2025/07/20 22:01:48#546#563#630
2025/07/20 22:11:49#564#563#624
2025/07/20 22:21:51#576#565#630
2025/07/20 22:31:53#564#567#636
2025/07/20 22:41:55#576#566#624
2025/07/20 22:51:56#576#565#630
2025/07/20 23:01:57#564#569#630
2025/07/20 23:11:59#564#570#636
2025/07/20 23:22:01#558#570#630
2025/07/20 23:32:03#582#572#636
2025/07/20 23:42:05#564#572#636
2025/07/20 23:52:06#564#574#630
2025/07/21 00:02:06#570#571#636
2025/07/21 00:12:06#612#572#630
2025/07/21 00:22:08#558#572#624
2025/07/21 00:32:10#540#571#642
2025/07/21 00:42:10#558#573#636
2025/07/21 00:52:11#570#572#648
2025/07/21 01:02:11#570#570#630
2025/07/21 01:12:11#570#567#624
2025/07/21 01:22:13#618#569#636
2025/07/21 01:32:15#546#569#630
2025/07/21 01:42:15#558#569#654
2025/07/21 01:52:16#564#569#630
2025/07/21 02:02:16#552#568#636
2025/07/21 02:12:16#546#568#624
2025/07/21 02:22:18#552#565#636
2025/07/21 02:32:20#564#565#624
2025/07/21 02:42:21#552#564#630
2025/07/21 02:52:21#552#562#636
2025/07/21 03:02:21#558#562#636
2025/07/21 03:12:23#552#564#636
2025/07/21 03:22:25#564#564#648
2025/07/21 03:32:25#564#563#654
2025/07/21 03:42:26#570#564#642
2025/07/21 03:52:26#570#562#642
2025/07/21 04:02:28#552#564#642
2025/07/21 04:12:28#540#565#648
2025/07/21 04:22:30#558#562#642
2025/07/21 04:32:32#564#566#636
2025/07/21 04:42:33#558#564#642
2025/07/21 04:52:33#546#563#636
2025/07/21 05:02:33#540#565#648
2025/07/21 05:12:35#540#565#636
2025/07/21 05:22:37#552#565#642
2025/07/21 05:32:38#552#564#642
2025/07/21 05:42:39#558#564#636
2025/07/21 05:52:41#558#565#636
